event_cause,corridor,priority,requires_road_closure,police_station,hour_of_day,day_of_week,is_peak_hour,duration_min
others,ORR East 2,High,0,K.R. Pura,3,0,0,18.06991683333333
vehicle_breakdown,ORR North 2,High,0,Jalahalli,3,0,0,90.19006885
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,5,0,0,12.225998116666666
tree_fall,Hosur Road,High,0,Adugodi,8,5,1,62.19627536666667
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,12,0,0,76.96167763333332
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,19,0,1,61.782266433333334
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,19,0,1,37.483846299999996
vehicle_breakdown,ORR West 1,High,0,Byatarayanapura,19,0,1,39.58132188333333
congestion,Hennur Main Road,High,0,Hennuru,20,0,0,41.08258143333333
others,Non-corridor,Low,0,Whitefield,10,5,0,567.0433455166666
vehicle_breakdown,Bellary Road 1,High,0,Kodigehalli,22,0,0,110.65663531666668
vehicle_breakdown,Non-corridor,Low,0,Mahadevapura,19,5,1,75.83953751666667
others,Non-corridor,Low,0,Jnanabharathi,22,0,0,19.413640933333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,0,1,0,21.48659638333333
vehicle_breakdown,Old Airport Road,High,0,Halasur,23,0,0,10.285472433333332
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,22,0,0,78.04236811666667
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,20,5,0,8.949905016666666
vehicle_breakdown,Old Airport Road,High,0,Halasur,20,5,0,85.34070533333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,19,5,1,74.08036368333335
vehicle_breakdown,Hosur Road,High,0,Adugodi,2,1,0,57.48541201666667
accident,Bellary Road 1,High,0,Hebbala,4,1,0,16.25948615
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,23,5,0,88.67010386666668
vehicle_breakdown,ORR North 2,High,0,Kodigehalli,0,6,0,49.33388356666667
road_conditions,Bannerghata Road,High,0,Mico Layout,6,1,0,41.26528335
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,18,1,1,35.9550146
vehicle_breakdown,Tumkur Road,High,0,Peenya,1,6,0,11.41129385
accident,Bellary Road 2,High,0,Yelahanka,18,1,1,65.95049823333333
vehicle_breakdown,Non-corridor,Low,0,Upparpet,19,1,1,110.95514761666666
vehicle_breakdown,Non-corridor,Low,0,Electronic City,20,1,0,28.716758966666664
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,19,1,1,131.20510380000002
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,20,1,0,102.62026928333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,3,6,0,125.82290351666667
vehicle_breakdown,Non-corridor,Low,0,Pulikeshinagar(F.Town),22,1,0,51.529733783333334
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,21,1,0,3.73901635
vehicle_breakdown,Non-corridor,Low,0,Whitefield,1,2,0,18.3825912
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,2,2,0,7.900588366666667
vehicle_breakdown,Non-corridor,Low,0,Banashankari,4,2,0,14.79356025
vehicle_breakdown,Hennur Main Road,High,0,Hennuru,4,2,0,100.59974936666667
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,3,6,0,102.56760073333334
others,Magadi Road,High,0,Kamakshipalya,4,6,0,156.8681104
others,ORR North 1,High,0,Banaswadi,6,2,0,65.11967595
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,4,6,0,46.61182065
vehicle_breakdown,Non-corridor,Low,0,Peenya,11,2,0,41.68652611666666
vehicle_breakdown,Varthur Road,High,0,Whitefield,5,6,0,37.8018373
vehicle_breakdown,Non-corridor,Low,0,Thalagattapura,5,6,0,118.13179021666666
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,17,2,1,58.84397311666667
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,18,2,1,40.3799524
others,Non-corridor,Low,0,Peenya,20,2,0,187.72091528333334
vehicle_breakdown,Hennur Main Road,High,0,Hennuru,22,2,0,92.29220731666666
others,Non-corridor,Low,0,Upparpet,6,6,0,48.6091393
accident,Non-corridor,Low,0,K.S. Layout,23,2,0,4.357959916666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,23,2,0,4.0160994500000005
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,6,6,0,41.98896968333334
vehicle_breakdown,Non-corridor,Low,0,Cubbon Park,7,6,1,99.42997704999999
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,3,3,0,49.17207883333333
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,4,3,0,7.371330166666667
vehicle_breakdown,Varthur Road,High,0,Whitefield,4,3,0,59.29006258333333
vehicle_breakdown,Non-corridor,Low,0,Chamarajpet,4,3,0,15.77857665
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,5,3,0,45.83979136666667
vehicle_breakdown,Bellary Road 1,High,0,High ground,9,6,1,105.14612633333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,13,6,0,27.93791925
vehicle_breakdown,Tumkur Road,High,0,Peenya,7,3,1,12.276266133333333
tree_fall,Non-corridor,Low,1,Upparpet,18,6,1,56.79600258333333
vehicle_breakdown,Bellary Road 2,High,0,Yelahanka,10,3,0,45.69163531666666
vehicle_breakdown,Non-corridor,Low,0,High ground,21,6,0,42.935636433333336
others,Non-corridor,Low,0,Wilson Garden,20,6,0,280.83443520000003
others,Hosur Road,High,0,Madiwala,18,3,1,26.72452003333333
vehicle_breakdown,Non-corridor,Low,0,High ground,19,3,1,95.82774763333333
vehicle_breakdown,Non-corridor,Low,0,Whitefield,22,6,0,34.2924117
vehicle_breakdown,Non-corridor,Low,0,Shivajinagar,23,6,0,129.19878353333334
vehicle_breakdown,Tumkur Road,High,0,Peenya,23,6,0,19.84877475
vehicle_breakdown,West of Chord Road,High,0,Vijayanagara,1,0,0,115.28882806666667
vehicle_breakdown,Magadi Road,High,0,Magadi Road,21,3,0,7.7180967
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,21,3,0,98.82358633333334
vehicle_breakdown,Bellary Road 1,High,0,Hebbala,22,3,0,12.097447016666667
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,2,0,0,10.48741705
vehicle_breakdown,Non-corridor,Low,0,Chikkabanavara,23,3,0,73.79083653333333
vehicle_breakdown,ORR East 1,High,0,HSR Layout,23,3,0,40.523691066666665
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,2,0,0,25.035437483333332
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,2,0,0,48.54255426666667
vehicle_breakdown,Non-corridor,Low,1,High ground,2,4,0,27.657876616666666
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,4,4,0,148.41387268333335
others,Mysore Road,High,0,Halasuru Gate,5,0,0,154.96781246666666
vehicle_breakdown,Bellary Road 1,High,0,High ground,3,0,0,29.79319548333333
vehicle_breakdown,Non-corridor,Low,0,K.S. Layout,4,0,0,119.41805864999999
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,5,4,0,30.14560906666667
vehicle_breakdown,Mysore Road,High,0,Chamarajpet,5,4,0,79.44030501666666
vehicle_breakdown,ORR North 1,High,0,Banaswadi,7,4,1,33.73741513333333
vehicle_breakdown,Non-corridor,Low,0,Whitefield,7,0,1,71.70723046666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,8,4,1,41.48662983333334
tree_fall,West of Chord Road,High,0,Magadi Road,9,0,1,31.80648258333333
vehicle_breakdown,Hosur Road,High,0,Electronic City,9,4,1,47.110916849999995
others,Bellary Road 1,High,0,Sadashivanagar,18,0,1,32.5370269
tree_fall,Non-corridor,Low,0,Yelahanka,12,4,0,358.28831121666667
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,16,4,0,95.20728398333334
vehicle_breakdown,Non-corridor,Low,0,Electronic City,19,4,1,38.20984111666667
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,19,4,1,20.381774716666666
accident,ORR East 1,High,0,HAL Old Airport,22,4,0,52.74507428333333
others,ORR North 1,High,0,Mahadevapura,20,0,0,1.0338238833333333
vehicle_breakdown,Non-corridor,Low,0,Chikkajala,22,4,0,53.862429883333334
vehicle_breakdown,Varthur Road,High,0,HAL Old Airport,20,0,0,62.645947
vehicle_breakdown,ORR East 1,High,0,Bellandur,21,0,0,1.2778825666666667
vehicle_breakdown,Non-corridor,Low,0,Sheshadripuram,21,0,0,58.697027133333336
vehicle_breakdown,Non-corridor,Low,0,V.V.Puram (C.Pet),21,0,0,75.01906000000001
vehicle_breakdown,Non-corridor,Low,0,Upparpet,4,5,0,22.188365633333333
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,4,5,0,53.13025051666667
vehicle_breakdown,ORR West 1,High,0,Banashankari,4,5,0,62.22422101666667
accident,Non-corridor,Low,0,Vijayanagara,6,5,0,1.8313234166666668
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,21,0,0,81.64968848333334
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,6,5,0,15.971929466666667
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,6,5,0,78.58225675
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,11,5,0,114.21673276666667
vehicle_breakdown,Old Airport Road,High,0,HAL Old Airport,0,1,0,1.2535275166666666
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,13,5,0,49.60811926666667
construction,Non-corridor,Low,0,HAL Old Airport,20,5,0,366.65548681666667
others,Mysore Road,High,0,Byatarayanapura,4,1,0,76.24653713333333
water_logging,Non-corridor,Low,0,Basavanagudi,4,1,0,137.85110428333334
vehicle_breakdown,Hosur Road,High,0,Hulimavu,4,1,0,79.27560286666667
vehicle_breakdown,Hosur Road,High,0,Madiwala,5,1,0,96.84268413333332
others,CBD 2,High,0,Cubbon Park,21,5,0,75.09085913333334
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,1,6,0,17.01463426666667
vehicle_breakdown,Non-corridor,Low,0,Peenya,23,5,0,10.597155033333333
vehicle_breakdown,Non-corridor,Low,1,V.V.Puram (C.Pet),3,6,0,39.4856103
vehicle_breakdown,Tumkur Road,High,0,Peenya,2,6,0,16.270418616666667
vehicle_breakdown,Non-corridor,Low,0,Jnanabharathi,4,6,0,138.70672721666668
accident,Mysore Road,High,0,Halasuru Gate,5,6,0,32.826353266666665
procession,Non-corridor,Low,0,Madiwala,8,6,1,36.537950349999996
vehicle_breakdown,Non-corridor,Low,0,Hennuru,8,6,1,92.15842395
others,Tumkur Road,High,0,Peenya,12,6,0,355.29140055
vehicle_breakdown,Bellary Road 1,High,0,Sadashivanagar,10,6,0,12.875058366666668
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,18,6,1,6.304003066666667
vehicle_breakdown,CBD 2,High,0,Cubbon Park,19,6,1,83.6431582
vehicle_breakdown,Mysore Road,High,0,Jnanabharathi,20,6,0,54.19506535
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,23,6,0,21.735800349999998
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,23,6,0,27.90641395
vehicle_breakdown,Bellary Road 1,High,0,High ground,0,0,0,26.02119336666667
vehicle_breakdown,Non-corridor,Low,1,Chamarajpet,4,0,0,2.318516516666667
vehicle_breakdown,CBD 2,High,0,Cubbon Park,4,0,0,25.868294600000002
vehicle_breakdown,ORR North 2,High,0,Jalahalli,17,1,1,70.6369603
vehicle_breakdown,Non-corridor,Low,1,Chamarajpet,19,0,1,19.236815733333334
congestion,Hennur Main Road,High,0,Hennuru,20,0,0,81.69610738333334
vehicle_breakdown,Tumkur Road,High,0,Peenya,18,1,1,77.64849921666668
road_conditions,ORR East 2,High,1,HAL Old Airport,21,0,0,1.9296002833333332
vehicle_breakdown,ORR North 1,High,0,Banaswadi,21,1,0,43.703668050000005
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,20,1,0,18.12563553333333
vehicle_breakdown,Old Airport Road,High,0,HAL Old Airport,19,1,1,69.32541208333333
others,Non-corridor,Low,0,Yelahanka,20,1,0,43.829488833333336
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,21,1,0,107.36787663333332
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,22,0,0,141.42639348333333
vehicle_breakdown,Non-corridor,Low,0,Pulikeshinagar(F.Town),23,1,0,99.77792416666666
vehicle_breakdown,Non-corridor,Low,0,Adugodi,1,1,0,71.35226383333334
vehicle_breakdown,Bellary Road 1,High,0,Hebbala,1,1,0,60.9291782
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,2,1,0,13.084814833333333
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,4,1,0,10.573012383333333
vehicle_breakdown,ORR North 1,High,0,Hebbala,2,2,0,42.808710616666666
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,4,1,0,29.313113633333334
vehicle_breakdown,Non-corridor,Low,0,Jalahalli,5,1,0,28.7572406
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,6,1,0,83.15463388333333
vehicle_breakdown,ORR East 1,High,0,HSR Layout,3,2,0,27.226681883333335
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,4,2,0,33.101952716666666
vehicle_breakdown,ORR North 1,High,0,Hebbala,4,2,0,64.03269065
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,6,1,0,21.942543016666665
others,Bellary Road 1,High,0,High ground,7,1,1,4.012004933333333
vehicle_breakdown,Non-corridor,Low,1,Sheshadripuram,6,1,0,24.017026933333334
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,7,1,1,9.573394949999999
congestion,Hennur Main Road,High,0,Hennuru,7,1,1,70.369317
vehicle_breakdown,Non-corridor,Low,0,Jayanagara,4,2,0,14.661646350000002
tree_fall,Bellary Road 1,High,0,Sadashivanagar,5,2,0,20.392180399999997
vehicle_breakdown,Mysore Road,High,0,Halasuru Gate,8,1,1,35.98495698333333
vehicle_breakdown,Airport New South Road,High,0,K.G. Halli,6,2,0,64.49834003333333
vehicle_breakdown,ORR East 1,High,0,Bellandur,18,1,1,32.482557983333336
others,Tumkur Road,High,1,Peenya,11,1,0,425.9449986166667
vehicle_breakdown,Non-corridor,Low,1,K.R. Pura,19,1,1,68.54527198333334
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,20,1,0,141.574881
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,7,2,1,87.93818821666667
water_logging,Old Madras Road,High,0,Cubbon Park,21,1,0,36.627531100000006
vehicle_breakdown,Non-corridor,Low,0,Yelahanka,21,1,0,60.76119708333333
vehicle_breakdown,Mysore Road,High,1,Halasuru Gate,22,1,0,33.748134783333334
vehicle_breakdown,ORR East 1,High,0,Bellandur,8,2,1,3.437997633333333
vehicle_breakdown,Tumkur Road,High,0,Peenya,23,1,0,114.61164653333334
vehicle_breakdown,Mysore Road,High,0,Ashok Nagar,23,1,0,95.59043028333333
vehicle_breakdown,Hosur Road,High,0,Madiwala,2,2,0,11.97852685
vehicle_breakdown,Magadi Road,High,0,Kamakshipalya,3,2,0,24.2304184
vehicle_breakdown,Mysore Road,High,0,Byatarayanapura,19,2,1,22.292497583333333
others,Bellary Road 2,High,0,Hebbala,19,2,1,76.19266588333333
vehicle_breakdown,ORR East 1,High,0,HAL Old Airport,4,2,0,109.25451818333333
vehicle_breakdown,Non-corridor,Low,0,R.T. Nagar,5,2,0,89.5580396
vehicle_breakdown,Non-corridor,Low,0,Halasuru Gate,19,2,1,20.751736666666666
others,Non-corridor,Low,0,K.R. Pura,6,2,0,180.91461453333335
vehicle_breakdown,Non-corridor,Low,0,K.R. Pura,5,2,0,62.10533875
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,6,2,0,4.185284566666667
construction,Non-corridor,Low,0,Hennuru,20,2,0,365.8770966
vehicle_breakdown,ORR North 2,High,0,Yeshwanthpura,19,2,1,47.697048333333335
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,20,2,0,62.15927346666667
vehicle_breakdown,Non-corridor,Low,0,Hennuru,21,2,0,12.48767995
vehicle_breakdown,Bannerghata Road,High,0,Mico Layout,20,2,0,27.9523293
vehicle_breakdown,Non-corridor,Low,0,HAL Old Airport,20,2,0,63.467518033333334
vehicle_breakdown,Tumkur Road,High,0,Yeshwanthpura,23,2,0,25.9073017
vehicle_breakdown,Non-corridor,Low,0,Peenya,0,3,0,17.485272716666667
vehicle_breakdown,Non-corridor,Low,0,Wilson Garden,0,3,0,80.1326431
vehicle_breakdown,Bellary Road 2,High,0,Chikkajala,22,2,0,29.472658016666667
vehicle_breakdown,Non-corridor,Low,0,Malleshwaram,22,2,0,32.38240151666667
vehicle_breakdown,Non-corridor,Low,1,Halasur,23,2,0,130.85829606666667
vehicle_breakdown,Non-corridor,Low,0,Halasur,0,3,0,42.75810368333334
vehicle_breakdown,Old Airport Road,High,0,Jeevanbheemanagar,1,3,0,2.195204283333333
vehicle_breakdown,Non-corridor,Low,0,Sadashivanagar,23,2,0,3.172573133333333
