id,description,event_cause,corridor,priority,requires_road_closure,address,latitude,longitude,start_datetime,end_datetime,status,duration_minutes,retrieval_text
FKID000241,LGV ವಾಹನದ ಗಲಿ ಪಂಚರಾಗಿದ್ದು ಅದನ್ನು ಸೂಲ್ಪ ಸಮಯದಲ್ಲಿ ಬದಲಾವಣೆ ಮಾಡಿಕೊಂಡು ಹೋಗುತ್ತೇವೆ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ ಸರ್,vip_movement,Mysore Road,High,False,"Sri Narsimha Rao Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",12.9643399,77.5855341,,2024-02-01 21:05:46+00:00,closed,,vip_movement | Mysore Road | LGV ವಾಹನದ ಗಲಿ ಪಂಚರಾಗಿದ್ದು ಅದನ್ನು ಸೂಲ್ಪ ಸಮಯದಲ್ಲಿ ಬದಲಾವಣೆ ಮಾಡಿಕೊಂಡು ಹೋಗುತ್ತೇವೆ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ ಸರ್
FKID000253,Towards Mysore,construction,Non-corridor,Low,True,"Bangalore Mysore Expressway, Kempegowda Layout, Kaniminike, Bengaluru, Karnataka. Pin-560074 (India)",12.860655,77.4311029,,2024-02-01 22:12:46+00:00,closed,,construction | Non-corridor | Towards Mysore
FKID000312,[LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694578,77.7006343,,2024-02-03 09:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] towards marathhalli and karthiknagara towards mahadevpura traffic movement will be slow due to metrostation work
FKID000355,road closue,construction,Non-corridor,Low,True,"Grant Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",12.9712598,77.597572,,2024-03-09 01:18:46+00:00,closed,,construction | Non-corridor | road closue
FKID000375,Work in progress by NHAI sir,construction,Bellary Road 1,High,False,"Kempapura Main Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.049104,77.5932567,,2024-02-03 12:20:46+00:00,closed,,construction | Bellary Road 1 | Work in progress by NHAI sir
FKID000412,BWSSB & Cable work is going near [LOCATION] service road towards [LOCATION]. service road is closed towards [LOCATION] from [LOCATION],construction,ORR North 1,High,True,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",13.0418551,77.6138337,,2024-03-09 02:25:46+00:00,closed,,construction | ORR North 1 | BWSSB & Cable work is going near [LOCATION] service road towards [LOCATION]. service road is closed towards [LOCATION] from [LOCATION]
FKID000426,white tapping work at Geddalahalli towards bagalur and airport back sir,construction,Non-corridor,Low,False,"Hennur Main Road, Mantri Splendor, Hiremath Layout, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",13.0469097,77.6445369,,2024-03-12 06:38:46+00:00,closed,,construction | Non-corridor | white tapping work at Geddalahalli towards bagalur and airport back sir
FKID000433,[PERSON] and Palakki Uthsava at Dodakkanahalli,public_event,Non-corridor,Low,True,"Gear School road, ದೊಡ್ಡಕನ್ನಲ್ಲಿ, ಗುಂಜೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560035, India",12.90731581,77.6955824,2024-02-03 22:05:46+00:00,2024-02-04 09:05:46+00:00,closed,660.0,public_event | Non-corridor | [PERSON] and Palakki Uthsava at Dodakkanahalli
FKID000437,"Sri.Tirumalaswmay
Brahma Rathotsava &
Night [PERSON]",public_event,Non-corridor,Low,True,"Gear School road, Doddakannalli, Gunjur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560035, India",12.90730454,77.69558165,2024-02-03 22:05:46+00:00,,closed,,"public_event | Non-corridor | Sri.Tirumalaswmay
Brahma Rathotsava &
Night [PERSON]"
FKID000439,IPL opening Ceremony 2026- RCB vs SRH at [LOCATION].,public_event,CBD 2,High,False,"ಕ್ವಿನ್ಸ್ ರಸ್ತೆ, ಶಾಂತಲಾ ನಗರ, ಅಶೋಕನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",12.97878153,77.59976254,2024-02-03 14:05:46+00:00,2024-02-04 14:05:46+00:00,closed,1440.0,public_event | CBD 2 | IPL opening Ceremony 2026- RCB vs SRH at [LOCATION].
FKID000468,Call me [PHONE] [LOCATION] village car festival,procession,Non-corridor,Low,True,"Ambalipura Main Road, Sonestaa Woods, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",12.9299316,77.6761985,,2024-02-05 06:05:46+00:00,closed,,procession | Non-corridor | Call me [PHONE] [LOCATION] village car festival
FKID000478,[PERSON] junction to bhoopasandra bus stand traffic Slow moment sir,procession,Non-corridor,Low,False,"Dr Rajgopal Road, MET Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",13.0271353,77.5796689,,2024-02-05 04:41:46+00:00,closed,,procession | Non-corridor | [PERSON] junction to bhoopasandra bus stand traffic Slow moment sir
FKID000490,"Kundalahalli towards doddanekundi main road,and [PERSON] police station towards [LOCATION] service road closed regarding metro work sir",construction,Varthur Road,High,True,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9567617,77.7015267,,2024-02-04 17:25:46+00:00,closed,,"construction | Varthur Road | Kundalahalli towards doddanekundi main road,and [PERSON] police station towards [LOCATION] service road closed regarding metro work sir"
FKID000502,[PERSON] and Palakki Uthsava at Bellandur,public_event,ORR East 1,High,True,"ಬೆಳ್ಳಂದೂರು, ಬೆಂಗಳೂರು ಪೂರ್ವ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಪೂರ್ವ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560103, India",12.92609339,77.67623685,2024-02-04 22:05:46+00:00,2024-02-05 18:05:46+00:00,closed,1200.0,public_event | ORR East 1 | [PERSON] and Palakki Uthsava at Bellandur
FKID000553,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Central Avenue, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9698023,77.7004597,,2024-03-10 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID000557,ಮಳೆ ಬಂದು ರಸ್ತೆ ಗುಂಡಿಗಳು ಬಿದ್ದಿದೆ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿದೆ ಸರ್,construction,ORR West 1,High,False,"24th Main Road, P Muniyappa Garden, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",12.9050763,77.5856446,,2024-03-09 21:35:46+00:00,closed,,construction | ORR West 1 | ಮಳೆ ಬಂದು ರಸ್ತೆ ಗುಂಡಿಗಳು ಬಿದ್ದಿದೆ ಸಂಚಾರ ನಿಧಾನಗತಿಯಲ್ಲಿದೆ ಸರ್
FKID000575,[LOCATION] statin work,construction,ORR East 2,High,False,"West Parallel Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969172,77.7005467,2024-02-05 21:20:46+00:00,2024-02-06 09:05:46+00:00,closed,705.0,construction | ORR East 2 | [LOCATION] statin work
FKID000629,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694928,77.700667,,2024-02-07 09:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work
FKID000637,White Topping work from [LOCATION] to [LOCATION].,construction,Non-corridor,Low,True,"ಬಿಇಎಲ್ ರಸ್ತೆ, ಎಚ್ಎಮ್.ಟಿ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಉತ್ತರ ನಗರ ನಿಗಮ, Bengaluru, ಯಲಹಂಕ ತಾಲೂಕು, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560013, India",13.05331416,77.55094528,2023-12-11 12:05:46+00:00,2024-02-07 11:35:46+00:00,closed,83490.0,construction | Non-corridor | White Topping work from [LOCATION] to [LOCATION].
FKID000694,Puttenahalli underpass water logging cleaning work progressing from BBMP sir,construction,ORR West 1,High,False,"Dr Rajkumar Puniya Bhoomi Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",12.906294,77.5854735,,2024-02-08 05:40:46+00:00,closed,,construction | ORR West 1 | Puttenahalli underpass water logging cleaning work progressing from BBMP sir
FKID000699,Good evening sir/madam [PERSON] work at Coffee Day opposite.,construction,Bellary Road 2,High,False,"Bellary Road, Concorde Mayfair, KHB Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",13.0949499,77.5972685,,2024-02-08 06:05:46+00:00,closed,,construction | Bellary Road 2 | Good evening sir/madam [PERSON] work at Coffee Day opposite.
FKID000717,[PERSON] jain bandari college towards [LOCATION],procession,Non-corridor,Low,False,"KR Main Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",12.9533243,77.5737148,,2024-03-10 22:35:46+00:00,closed,,procession | Non-corridor | [PERSON] jain bandari college towards [LOCATION]
FKID000737,[PERSON],public_event,Non-corridor,Low,True,"Mother Teresa Circle, Saint John's Church Road, Kothandram Layout, K Kamaraj Ward, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560042, India",12.98709566,77.61905384,2024-02-07 18:05:46+00:00,2024-02-08 18:05:46+00:00,closed,1440.0,public_event | Non-corridor | [PERSON]
FKID000805,[LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9696663,77.7005081,,2024-02-09 09:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station work
FKID000816,road construction...no traffic,construction,Tumkur Road,High,True,"Peenya Main Road, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",13.0360195,77.5212488,,2024-02-09 12:55:46+00:00,closed,,construction | Tumkur Road | road construction...no traffic
FKID000834,shantala towards ltp road White taping road cunstuction..,construction,Non-corridor,Low,True,"Bhashyam Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",12.9745058,77.5704978,,2024-02-24 00:08:46+00:00,closed,,construction | Non-corridor | shantala towards ltp road White taping road cunstuction..
FKID000894,"BWSSB Road Cwork at [LOCATION] junction.(12.985016993498627, 77.57213578357488)",construction,Non-corridor,Low,True,"ಧನವಂತ್ರಿ ರಸ್ತೆ, ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560009, India",12.98506103,77.57213473,2023-11-12 12:05:46+00:00,2024-02-10 12:05:46+00:00,closed,129600.0,"construction | Non-corridor | BWSSB Road Cwork at [LOCATION] junction.(12.985016993498627, 77.57213578357488)"
FKID000895,fathholls,construction,Non-corridor,Low,True,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",13.0160832,77.7091853,,2024-03-11 23:34:46+00:00,closed,,construction | Non-corridor | fathholls
FKID000898,"BWSSB Road Cwork at [LOCATION] junction.(12.985016993498627, 77.57213578357488)",construction,Non-corridor,Low,True,"ಧನವಂತ್ರಿ ರಸ್ತೆ, ಸ್ವತಂತ್ರ ಪಾಳ್ಯ ವಾರ್ಡ್, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560009, India",12.98506103,77.57213473,2023-11-12 12:05:46+00:00,2024-02-10 12:05:46+00:00,closed,129600.0,"construction | Non-corridor | BWSSB Road Cwork at [LOCATION] junction.(12.985016993498627, 77.57213578357488)"
FKID000946,"IPL Match 2026, BMTC Buses Holding Area, CTO Junction to BRV Junction, [LOCATION].",public_event,CBD 2,High,False,"Minsk Square, ಕಬ್ಬನ್ ರಸ್ತೆ, ವಸಂತ ನಗರ, ಬೆಂಗಳೂರು ಮಧ್ಯ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560001, India",12.98083823,77.59757498,2024-02-11 23:05:46+00:00,2024-02-12 13:05:46+00:00,closed,840.0,"public_event | CBD 2 | IPL Match 2026, BMTC Buses Holding Area, CTO Junction to BRV Junction, [LOCATION]."
FKID000956,due to [LOCATION] festival outgoing and  incoming traffic slow movement,procession,Non-corridor,Low,False,"Canara Bank Cross Road, Konanakunte Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",12.8897429,77.5634232,,2024-02-11 10:05:46+00:00,closed,,procession | Non-corridor | due to [LOCATION] festival outgoing and  incoming traffic slow movement
FKID000970,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694641,77.7006492,,2024-03-12 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID000988,fly over load testing work sir,construction,Non-corridor,Low,True,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",13.0488014,77.4969913,,2024-03-12 17:18:46+00:00,closed,,construction | Non-corridor | fly over load testing work sir
FKID000994,Shri. [PERSON],public_event,Non-corridor,Low,True,"Manipal County Road, Vishwapriya Nagara, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560114, India",12.87879912,77.6376673,2024-02-12 22:05:46+00:00,2024-02-13 22:05:46+00:00,closed,1440.0,public_event | Non-corridor | Shri. [PERSON]
FKID000997,cable repair works on [LOCATION],construction,Non-corridor,Low,True,"Goraguntepalya Flyover, Manjunatha Nagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560073, India",13.04889341,77.49697387,2024-03-12 17:05:46+00:00,2024-03-15 23:05:46+00:00,closed,4680.0,construction | Non-corridor | cable repair works on [LOCATION]
FKID000998,Notification done for flyover closure.,construction,Tumkur Road,High,True,"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",13.0324111,77.5338246,,2024-03-15 23:05:46+00:00,closed,,construction | Tumkur Road | Notification done for flyover closure.
FKID001014,[PERSON] station work traffic slow moment sir [PERSON] towards rainbow sir,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694209,77.7005861,,2024-03-13 02:05:46+00:00,closed,,construction | ORR East 2 | [PERSON] station work traffic slow moment sir [PERSON] towards rainbow sir
FKID001025,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9694344,77.7006256,,2024-03-13 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station piller work
FKID001052,[LOCATION] work in progress,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9693674,77.7006428,,2024-02-13 08:35:46+00:00,closed,,construction | ORR East 2 | [LOCATION] work in progress
FKID001059,underpass work progress,construction,Old Airport Road,High,False,"Old Airport Road, Thimma Reddy Layout, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",12.9593323,77.6555092,2024-03-13 02:44:46+00:00,2024-05-14 02:46:46+00:00,active,89282.0,construction | Old Airport Road | underpass work progress
FKID001064,Public event held by a  Private Co operative society,public_event,Bellary Road 1,High,False,"ಬಳ್ಳಾರಿ ರಸ್ತೆ, ಗುಟ್ಟಹಳ್ಳಿ, ಸದಾಶಿವ ನಗರ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560003, India",13.00995617,77.58398473,2024-02-14 22:05:46+00:00,,closed,,public_event | Bellary Road 1 | Public event held by a  Private Co operative society
FKID001128,[LOCATION] station pillar work in kartiknaga towards mahadevapura sir /madam,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9692752,77.7007183,,2024-02-14 07:05:46+00:00,closed,,construction | ORR East 2 | [LOCATION] station pillar work in kartiknaga towards mahadevapura sir /madam
FKID001135,white topping work .sultan road close,construction,Mysore Road,High,True,"BGS Flyover, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",12.9641735,77.5698015,,2024-03-07 21:44:46+00:00,closed,,construction | Mysore Road | white topping work .sultan road close
FKID001160,ನಿಯರ್ ಪಣತೂರು ರೈಲ್ವೆ ಬ್ರಿಜ್ ಹತ್ತಿರ  ಪಣತೂರ್ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಬೆಸ್ಕಾಂ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುತ್ತದೆ.,construction,Non-corridor,Low,False,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",12.936245,77.705295,,2024-02-14 02:31:46+00:00,closed,,construction | Non-corridor | ನಿಯರ್ ಪಣತೂರು ರೈಲ್ವೆ ಬ್ರಿಜ್ ಹತ್ತಿರ  ಪಣತೂರ್ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಬೆಸ್ಕಾಂ ವರ್ಕ್ ನಡೆಯುತ್ತಿರುತ್ತದೆ.
FKID001167,5k marathon,procession,Non-corridor,Low,True,"D'Souza Circle, Philomena's Hospital Road, Xavier Layout, Ashok Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560047, India",12.9671627,77.61127353,2024-02-13 06:35:46+00:00,2024-02-14 04:35:46+00:00,closed,1320.0,procession | Non-corridor | 5k marathon
FKID001198,bwssb,protest,Non-corridor,Low,True,"1st Main Road, Vinoba Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",13.0193149,77.6188821,,2024-03-13 21:19:46+00:00,closed,,protest | Non-corridor | bwssb
FKID001204,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9697571,77.7004934,,2024-02-15 10:05:46+00:00,closed,,construction | ORR East 2 | karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work
FKID001211,[PERSON] bridge under pass both side [LOCATION] work main rd close and service rd open traffic slow moment sir,construction,Varthur Road,High,True,"HAL Airport Road, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.9568587,77.7012705,,2024-01-31 17:05:46+00:00,closed,,construction | Varthur Road | [PERSON] bridge under pass both side [LOCATION] work main rd close and service rd open traffic slow moment sir
FKID001226,NHAI road work [PERSON] towards airport road,construction,Bellary Road 1,High,False,"Bellary Road, Kirloskar Business Park, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",13.0515065,77.5941215,,2024-02-15 04:35:46+00:00,closed,,construction | Bellary Road 1 | NHAI road work [PERSON] towards airport road
FKID001269,road domboor work ing traffic slow moment sir,construction,Non-corridor,Low,True,"Mumbai Bengaluru Highway, Nanjundeshwara Layout, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",13.0504812,77.4909712,,2024-02-15 12:48:46+00:00,closed,,construction | Non-corridor | road domboor work ing traffic slow moment sir
FKID001276,road work damboor road work,construction,Non-corridor,Low,True,"1st Main Road, Prestige Jindal City, Chikkabidarakallu, Bengaluru, Karnataka. Pin-560073 (India)",13.0537346,77.48854,,2024-02-15 15:04:46+00:00,closed,,construction | Non-corridor | road work damboor road work
FKID001278,metro work [LOCATION] towards kr puram sir,construction,ORR East 2,High,False,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",12.969468,77.7007118,,2024-02-16 10:05:46+00:00,closed,,construction | ORR East 2 | metro work [LOCATION] towards kr puram sir
FKID001282,white tapping is going on hennur bagalur main road sir,construction,Non-corridor,Low,False,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",13.0489059,77.6454803,,2024-03-14 05:56:46+00:00,closed,,construction | Non-corridor | white tapping is going on hennur bagalur main road sir
